Category,Indicator,Metro,Year_Desc,Year,Value,Formatted_Value,Rank,Rank_Order,Key_Indicator,Data_Type
Business Vitality,Annual Amount of Venture Capital,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2016 (2015 data),2016,924000000,"$924,000,000",9,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2017 (2016 data),2017,677000000,"$677,000,000",9,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2018 (2017 data),2018,935000000,"$935,000,000",10,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2019 (2018 data),2019,2316000000,"$2,316,000,000",3,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2015 (2013 data),2015,10684090857,"$10,684,090,857",9,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2016 (2014 data),2016,12885335786,"$12,885,335,786",9,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2017 (2015 data),2017,13985766702,"$13,985,766,702",9,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2018 (2016 data),2018,11944091248,"$11,944,091,248",9,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2019 (2017 data),2019,13122488455,"$13,122,488,455",9,(highest to lowest),0,Dollar
Business Vitality,"Patents Issued Per 1,000 Workers","Charlotte-Concord-Gastonia, NC-SC Metro Area",2015 (2014 data),2015,0.5133526187425239,0.51,12,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Charlotte-Concord-Gastonia, NC-SC Metro Area",2016 (2015 data),2016,0.47046628755243736,0.47,12,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Charlotte-Concord-Gastonia, NC-SC Metro Area",2017 (2016 data),2017,0.4835274337470894,0.48,12,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Charlotte-Concord-Gastonia, NC-SC Metro Area",2018 (2017 data),2018,0.5488912219967936,0.55,12,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Charlotte-Concord-Gastonia, NC-SC Metro Area",2019 (2018 data),2019,0.5734498744446591,0.57,12,(highest to lowest),0,Numeric
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2015 (2013 data),2015,580894,"$580,894",10,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2016 (2014 data),2016,654708,"$654,708",10,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2017 (2015 data),2017,816834,"$816,834",8,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2018 (2016 data),2018,803903,"$803,903",9,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2019 (2017 data),2019,716962,"$716,962",9,(highest to lowest),0,Dollar
Business Vitality,New Establishments (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2015 (2014 data),2015,16255,"16,255",7,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2016 (2015 data),2016,18354,"18,354",8,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2017 (2016 data),2017,20106,"20,106",7,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2018 (2017 data),2018,20045,"20,045",7,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2019 (2018 data),2019,20475,"20,475",7,(highest to lowest),1,Numeric
Business Vitality,Establishments Surviving 5 Years (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2015 (2009-2014),2015,0.502,50.20%,6,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2016 (2010-2015),2016,0.513,51.30%,6,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2017 (2011-2016),2017,0.508,50.80%,8,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2018 (2012-2017),2018,0.509,50.90%,8,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Charlotte-Concord-Gastonia, NC-SC Metro Area",2019 (2013-2018),2019,0.524,52.40%,4,(highest to lowest),1,Percent
Business Vitality,Annual Amount of Venture Capital,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2015 (2014 data),2015,1422000000,"$1,422,000,000",6,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2016 (2015 data),2016,1241000000,"$1,241,000,000",6,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2017 (2016 data),2017,1186000000,"$1,186,000,000",6,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2018 (2017 data),2018,2003000000,"$2,003,000,000",3,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2019 (2018 data),2019,2007000000,"$2,007,000,000",7,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2015 (2013 data),2015,44910611016,"$44,910,611,016",2,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2016 (2014 data),2016,47340117500,"$47,340,117,500",2,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2017 (2015 data),2017,44820883328,"$44,820,883,328",2,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2018 (2016 data),2018,43932744922,"$43,932,744,922",2,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2019 (2017 data),2019,46140211297,"$46,140,211,297",2,(highest to lowest),0,Dollar
Business Vitality,"Patents Issued Per 1,000 Workers","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2015 (2014 data),2015,0.9526620392488266,0.95,10,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2016 (2015 data),2016,0.89,0.89,9,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2017 (2016 data),2017,0.8834260171694301,0.88,9,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2018 (2017 data),2018,0.8943452711915011,0.89,11,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2019 (2018 data),2019,0.806091638297171,0.81,11,(highest to lowest),0,Numeric
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2015 (2013 data),2015,2366549,"$2,366,549",1,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2016 (2014 data),2016,2218476,"$2,218,476",1,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2017 (2015 data),2017,2216184,"$2,216,184",1,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2018 (2016 data),2018,2335969,"$2,335,969",1,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2019 (2017 data),2019,2487395,"$2,487,395",1,(highest to lowest),0,Dollar
Business Vitality,New Establishments (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2015 (2014 data),2015,18535,"18,535",5,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2016 (2015 data),2016,21217,"21,217",5,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2017 (2016 data),2017,22768,"22,768",4,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2018 (2017 data),2018,23980,"23,980",5,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2019 (2018 data),2019,22535,"22,535",4,(highest to lowest),1,Numeric
Business Vitality,Establishments Surviving 5 Years (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2015 (2009-2014),2015,0.502,50.20%,6,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2016 (2010-2015),2016,0.509,50.90%,7,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2017 (2011-2016),2017,0.506,50.60%,9,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2018 (2012-2017),2018,0.509,50.90%,8,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",2019 (2013-2018),2019,0.512,51.20%,5,(highest to lowest),1,Percent
Business Vitality,Annual Amount of Venture Capital,"Dallas-Fort Worth-Arlington, TX Metro Area",2015 (2014 data),2015,2417000000,"$2,417,000,000",3,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Dallas-Fort Worth-Arlington, TX Metro Area",2016 (2015 data),2016,2046000000,"$2,046,000,000",3,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Dallas-Fort Worth-Arlington, TX Metro Area",2017 (2016 data),2017,1434000000,"$1,434,000,000",3,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Dallas-Fort Worth-Arlington, TX Metro Area",2018 (2017 data),2018,1751000000,"$1,751,000,000",5,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Dallas-Fort Worth-Arlington, TX Metro Area",2019 (2018 data),2019,2313000000,"$2,313,000,000",4,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Dallas-Fort Worth-Arlington, TX Metro Area",2015 (2013 data),2015,27595985143,"$27,595,985,143",3,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Dallas-Fort Worth-Arlington, TX Metro Area",2016 (2014 data),2016,28669434489,"$28,669,434,489",3,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Dallas-Fort Worth-Arlington, TX Metro Area",2017 (2015 data),2017,27372897104,"$27,372,897,104",3,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Dallas-Fort Worth-Arlington, TX Metro Area",2018 (2016 data),2018,27187789534,"$27,187,789,534",3,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Dallas-Fort Worth-Arlington, TX Metro Area",2019 (2017 data),2019,30269101694,"$30,269,101,694",3,(highest to lowest),0,Dollar
Business Vitality,"Patents Issued Per 1,000 Workers","Dallas-Fort Worth-Arlington, TX Metro Area",2015 (2014 data),2015,1.012052747077391,1.01,8,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Dallas-Fort Worth-Arlington, TX Metro Area",2016 (2015 data),2016,0.9302313816180967,0.93,7,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Dallas-Fort Worth-Arlington, TX Metro Area",2017 (2016 data),2017,0.9,0.90,7,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Dallas-Fort Worth-Arlington, TX Metro Area",2018 (2017 data),2018,0.9013234958161538,0.90,10,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Dallas-Fort Worth-Arlington, TX Metro Area",2019 (2018 data),2019,0.88,0.88,8,(highest to lowest),0,Numeric
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Dallas-Fort Worth-Arlington, TX Metro Area",2015 (2013 data),2015,1641067,"$1,641,067",2,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Dallas-Fort Worth-Arlington, TX Metro Area",2016 (2014 data),2016,1620743,"$1,620,743",2,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Dallas-Fort Worth-Arlington, TX Metro Area",2017 (2015 data),2017,1857596,"$1,857,596",2,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Dallas-Fort Worth-Arlington, TX Metro Area",2018 (2016 data),2018,2024631,"$2,024,631",2,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Dallas-Fort Worth-Arlington, TX Metro Area",2019 (2017 data),2019,2170901,"$2,170,901",2,(highest to lowest),0,Dollar
Business Vitality,New Establishments (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2015 (2014 data),2015,46662,"46,662",2,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2016 (2015 data),2016,50065,"50,065",2,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2017 (2016 data),2017,53321,"53,321",2,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2018 (2017 data),2018,55495,"55,495",2,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2019 (2018 data),2019,57477,"57,477",2,(highest to lowest),1,Numeric
Business Vitality,Establishments Surviving 5 Years (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2015 (2009-2014),2015,0.522,52.20%,4,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2016 (2010-2015),2016,0.521,52.10%,4,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2017 (2011-2016),2017,0.516,51.60%,4,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2018 (2012-2017),2018,0.513,51.30%,5,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Dallas-Fort Worth-Arlington, TX Metro Area",2019 (2013-2018),2019,0.507,50.70%,7,(highest to lowest),1,Percent
Business Vitality,Annual Amount of Venture Capital,"Denver-Aurora-Lakewood, CO Metro Area",2015 (2014 data),2015,906000000,"$906,000,000",8,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Denver-Aurora-Lakewood, CO Metro Area",2016 (2015 data),2016,1083000000,"$1,083,000,000",7,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Denver-Aurora-Lakewood, CO Metro Area",2017 (2016 data),2017,841000000,"$841,000,000",7,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Denver-Aurora-Lakewood, CO Metro Area",2018 (2017 data),2018,1227000000,"$1,227,000,000",8,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Denver-Aurora-Lakewood, CO Metro Area",2019 (2018 data),2019,1530000000,"$1,530,000,000",8,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Denver-Aurora-Lakewood, CO Metro Area",2015 (2013 data),2015,3618375859,"$3,618,375,859",12,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Denver-Aurora-Lakewood, CO Metro Area",2016 (2014 data),2016,4958566711,"$4,958,566,711",12,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Denver-Aurora-Lakewood, CO Metro Area",2017 (2015 data),2017,3909540425,"$3,909,540,425",12,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Denver-Aurora-Lakewood, CO Metro Area",2018 (2016 data),2018,3649324269,"$3,649,324,269",12,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Denver-Aurora-Lakewood, CO Metro Area",2019 (2017 data),2019,3954672851,"$3,954,672,851",12,(highest to lowest),0,Dollar
Business Vitality,"Patents Issued Per 1,000 Workers","Denver-Aurora-Lakewood, CO Metro Area",2015 (2014 data),2015,0.9615821314861769,0.96,9,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Denver-Aurora-Lakewood, CO Metro Area",2016 (2015 data),2016,0.89,0.89,9,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Denver-Aurora-Lakewood, CO Metro Area",2017 (2016 data),2017,0.9,0.90,7,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Denver-Aurora-Lakewood, CO Metro Area",2018 (2017 data),2018,0.955558411950907,0.96,8,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Denver-Aurora-Lakewood, CO Metro Area",2019 (2018 data),2019,0.85879797348591,0.86,10,(highest to lowest),0,Numeric
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Denver-Aurora-Lakewood, CO Metro Area",2015 (2013 data),2015,779047,"$779,047",7,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Denver-Aurora-Lakewood, CO Metro Area",2016 (2014 data),2016,806781,"$806,781",7,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Denver-Aurora-Lakewood, CO Metro Area",2017 (2015 data),2017,978935,"$978,935",7,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Denver-Aurora-Lakewood, CO Metro Area",2018 (2016 data),2018,945212,"$945,212",6,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Denver-Aurora-Lakewood, CO Metro Area",2019 (2017 data),2019,1006356,"$1,006,356",6,(highest to lowest),0,Dollar
Business Vitality,New Establishments (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2015 (2014 data),2015,14556,"14,556",9,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2016 (2015 data),2016,15492,"15,492",9,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2017 (2016 data),2017,16407,"16,407",10,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2018 (2017 data),2018,17588,"17,588",9,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2019 (2018 data),2019,17354,"17,354",9,(highest to lowest),1,Numeric
Business Vitality,Establishments Surviving 5 Years (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2015 (2009-2014),2015,0.475,47.50%,12,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2016 (2010-2015),2016,0.484,48.40%,11,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2017 (2011-2016),2017,0.493,49.30%,10,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2018 (2012-2017),2018,0.499,49.90%,10,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Denver-Aurora-Lakewood, CO Metro Area",2019 (2013-2018),2019,0.498,49.80%,10,(highest to lowest),1,Percent
Business Vitality,Annual Amount of Venture Capital,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015 (2014 data),2015,619000000,"$619,000,000",10,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016 (2015 data),2016,414000000,"$414,000,000",11,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017 (2016 data),2017,404000000,"$404,000,000",11,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018 (2017 data),2018,704000000,"$704,000,000",11,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2019 (2018 data),2019,708000000,"$708,000,000",11,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015 (2013 data),2015,23747451055,"$23,747,451,055",5,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016 (2014 data),2016,21198214056,"$21,198,214,056",6,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017 (2015 data),2017,19608613988,"$19,608,613,988",6,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018 (2016 data),2018,18329245827,"$18,329,245,827",8,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2019 (2017 data),2019,19070895448,"$19,070,895,448",8,(highest to lowest),0,Dollar
Business Vitality,"Patents Issued Per 1,000 Workers","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015 (2014 data),2015,2.062543275820651,2.06,5,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016 (2015 data),2016,1.884610204056643,1.88,6,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017 (2016 data),2017,1.7805074282420572,1.78,6,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018 (2017 data),2018,1.9204895853673714,1.92,6,(highest to lowest),0,Numeric
Business Vitality,"Patents Issued Per 1,000 Workers","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2019 (2018 data),2019,1.6637399608717893,1.66,6,(highest to lowest),0,Numeric
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015 (2013 data),2015,738219,"$738,219",8,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016 (2014 data),2016,705451,"$705,451",8,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017 (2015 data),2017,796806,"$796,806",9,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018 (2016 data),2018,810379,"$810,379",8,(highest to lowest),0,Dollar
Business Vitality,Loans to Businesses With Under $1M In Revenue (000s),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2019 (2017 data),2019,892476,"$892,476",8,(highest to lowest),0,Dollar
Business Vitality,New Establishments (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015 (2014 data),2015,6745,"6,745",12,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016 (2015 data),2016,10202,"10,202",11,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017 (2016 data),2017,9462,"9,462",12,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018 (2017 data),2018,9199,"9,199",12,(highest to lowest),1,Numeric
Business Vitality,New Establishments (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2019 (2018 data),2019,9336,"9,336",12,(highest to lowest),1,Numeric
Business Vitality,Establishments Surviving 5 Years (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2015 (2009-2014),2015,0.55,55.00%,2,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016 (2010-2015),2016,0.542,54.20%,3,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017 (2011-2016),2017,0.524,52.40%,3,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018 (2012-2017),2018,0.571,57.10%,1,(highest to lowest),1,Percent
Business Vitality,Establishments Surviving 5 Years (State Level),"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2019 (2013-2018),2019,0.544,54.40%,2,(highest to lowest),1,Percent
Business Vitality,Annual Amount of Venture Capital,"Pittsburgh, PA Metro Area",2015 (2014 data),2015,903000000,"$903,000,000",9,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Pittsburgh, PA Metro Area",2016 (2015 data),2016,869000000,"$869,000,000",10,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Pittsburgh, PA Metro Area",2017 (2016 data),2017,705000000,"$705,000,000",8,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Pittsburgh, PA Metro Area",2018 (2017 data),2018,1012000000,"$1,012,000,000",9,(highest to lowest),0,Dollar
Business Vitality,Annual Amount of Venture Capital,"Pittsburgh, PA Metro Area",2019 (2018 data),2019,947000000,"$947,000,000",9,(highest to lowest),0,Dollar
Business Vitality,Value of Exports,"Pittsburgh, PA Metro Area",2015 (2013 data),2015,10444416083,"$10,444,416,083",10,(highest to lowest),0,Dollar
